Nit,Fecha Corte,Punto Entrada,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente",Activos biológicos corrientes,Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,Propiedad de inversión,"Propiedades, planta y equipo",Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones contabilizadas utilizando el método de la participación,"Inversiones en subsidiarias, negocios conjuntos y asociadas",Activos biológicos no corrientes,Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo la garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,"Pasivos por impuestos corrientes, corriente",Otros pasivos financieros corrientes,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,"Pasivos por impuestos corrientes, no corriente",Otros pasivos financieros no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Patrimonio total,Total de patrimonio y pasivos
900265172,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,2546256,,,,,,,,2546256,,2546256,,,,,572736126,,,2735434,,15010,,11,,,575486581,578032837,,,,,115127,,,115127,,115127,,,,,,,,,,115127,7500000,,,,34234651,,433532774,102650285,577917710,578032837
800012375,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,38211445,14339736,32415800,3057914,,3674246,123267,,91822408,13893444,105715852,,63043608,,217454,4256965,,,5250090,,,,,,,72768117,178483969,1291609,,1291609,31740679,1070430,45816114,32241,79951073,410704,80361777,664437,,664437,,2598093,,11839526,,15102056,95463833,47358169,42672741,,,,31502903,5319417,-43833094,83020136,178483969
800012375,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,38826200,25017863,40725779,5751864,,54957,112919,,110489582,13515252,124004834,,47662019,,213266,1296301,,,8057778,,4358449,,,,,61587813,185592647,1225275,,1225275,34390934,2257240,43666805,110662,81650916,1196951,82847867,637998,,637998,,8845182,,7378599,,16861779,99709646,47358169,42672741,,,,30347188,5422630,-39917727,85883001,185592647
900091388,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,10082,,,150574,,,252478,,413134,,413134,1872676,6019551,,5801688,674718,,,,,2025486,,460575,2620918,,19475612,19888746,,,,346343,229944,119921,,696208,,696208,,200000,200000,,263535,,6499500,4496682,11459717,12155925,10000000,,,,,,232589,-2499768,7732821,19888746
900091388,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,37699,,,0,,,270142,,307841,,307841,1872676,6416651,,5921746,90708,,,,,293780,,460575,2622213,,17678349,17986190,,,,14585,128841,89194,,232620,,232620,,200000,200000,,161763,,5968000,3611456,9941219,10173839,10000000,,,,,,232589,-2420238,7812351,17986190
890917295,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,4704863,46653992,39596004,,,,153195,,91108054,,91108054,5020498,57083266,,63600,31248143,,,898467,,356440,,33021291,,,127691705,218799759,1713742,184429,1898171,26960872,1669267,32030644,126800,62685754,,62685754,,,,391513,8147724,,,,8539237,71224991,50146,3526965,,,2103163,36026790,19310399,86557305,147574768,218799759
890917295,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,4644920,42841108,33859965,,,,,,81345993,,81345993,5020498,58198843,,411159,27298029,,,10668,,280796,,46155652,,,137375645,218721638,1509666,99723,1609389,18556485,1063600,39222491,72886,60524851,,60524851,,,,391553,7169983,,,,7561536,68086387,50146,3526965,,,,36026793,19310399,91720948,150635251,218721638
830038178,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,942848,1351932,,,,0,,,2294780,,2294780,,1801116,,,,,,705015,,,,25767599,,,28273730,30568510,,,,90948,32500,,,123448,,123448,,,,,2113010,,,,2113010,2236458,1200000,,,,,1103556,-3898937,29927433,28332052,30568510
830038178,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1218231,715886,,,,87441,,,2021558,,2021558,,1814691,,,,,,705015,,,,29331908,,,31851614,33873172,,,,538846,35694,,,574540,,574540,,,,,2462563,,,,2462563,3037103,1200000,,,,,1103556,-722842,29255355,30836069,33873172
805023973,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,57714,650383,,8739,,,,,716836,,716836,,1445048,,,24024150,,,,,157386,,,,,25626584,26343420,,,,24104,86623,221275,,332002,,332002,,,,,299869,,636489,,936358,1268360,10000,,,,14939208,1045938,2210222,6869692,25075060,26343420
805023973,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,25939,130903,,7647,,,,,164489,,164489,,2120315,,,24300047,,,,,157386,,,,,26577748,26742237,,,,,11093,171274,,182367,,182367,,,,,220540,,1263235,,1483775,1666142,10000,,,,16388808,821995,760622,7094670,25076095,26742237
805023974,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1573,803945,237871,13172,,,,,1056561,,1056561,,5743695,,,24013418,,,,,141358,,,,,29898471,30955032,,,,124788,58778,625136,,808702,,808702,,,,,333530,,1076095,,1409625,2218327,12000,1041164,,,14875815,962718,2842715,9002293,28736705,30955032
805023974,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,757845,238574,218049,11597,,,,,1226065,,1226065,,3895238,,,24289314,,,,,133672,,,,,28318224,29544289,,,,140127,57303,281872,,479302,,479302,,,,,133672,,1521768,150000,1805440,2284742,12000,1041164,,,14875815,650379,2842715,7837474,27259547,29544289
830140271,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,168666,145879,,607693,,,,,922238,55201,977439,,105888267,,28572,10341771,395068443,,6776897,,1610681,,75134914,16729,,594866274,595843713,,,,7951909,417855,1773,37062883,45434420,,45434420,,,,17008765,,,454915344,3747390,475671499,521105919,444515,13391641,,,,55188838,4364862,1347938,74737794,595843713
830140271,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,4024847,597677,,639224,,,16934,,5278682,56310,5334992,,109236156,,28572,11526899,305242368,,9238350,,653460,,75134914,16729,,511077448,516412440,,,,15003272,490242,,299887,15793401,,15793401,,,,22937672,4063,,364110521,1437438,388489694,404283095,444515,13391641,,,,35484753,4364862,58443574,112129345,516412440
830007073,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1127002,14366301,829295,237968,,3489422,808597,,20858585,,20858585,3479832,6981314,,16037,,7137749,,2609671,,,,,6469140,,26693743,47552328,,,,1692528,708336,1792139,9803415,13996418,,13996418,,,,13634,229905,,3742331,,3985870,17982288,2045000,,,,,,36804,27488236,29570040,47552328
830007073,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1663649,4926920,,50421,,5221300,579022,,12441312,,12441312,2756015,8565362,,18473,,5271187,,,,,,,6456115,,23067152,35508464,,,,398552,1886216,657627,418557,3360952,,3360952,,,,,740888,,1410312,,2151200,5512152,2045000,,,,,,36804,27914508,29996312,35508464
800125872,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,4098870,75795536,,960735,,,,,80855141,,80855141,850193,1722971,,1448888,,260514015,,,,,,,,,264536067,345391208,1368079,5785328,7153407,12242759,2258895,9570959,1137,31227157,,31227157,35434,,35434,16275904,390582,,27606198,,44308118,75535275,2999880,,,,55578951,,100736835,110540267,269855933,345391208
800125872,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,942276,2116468,,5653039,,,,,8711783,,8711783,776017,1757199,,1115638,,277854033,,,,,280208,,,,281783095,290494878,1037280,2725422,3762702,13497529,1117584,16470542,400000,35248357,,35248357,25089,,25089,17790583,,,32719774,,50535446,85783803,2999880,,,,68396678,,62902795,70411722,204711075,290494878
900242672,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,2137768,10424079,57215521,,,,,,69777368,,69777368,26307034,,,,,6439047,,19401972,,,,,,,52148053,121925421,,,,12132949,670004,17070110,41318044,71191107,,71191107,,,,17208895,,,,410223,17619118,88810225,312400,3568560,,,848557,,19970211,8415468,33115196,121925421
900242672,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1985155,6775520,41202892,,,,,,49963567,,49963567,32335926,,,,,5442612,,8176656,,,,,,,45955194,95918761,,,,10402705,428708,9933244,29140127,49904784,,49904784,,,,16028623,,,,179149,16207772,66112556,312400,3568560,,,5955034,,6455483,13514728,29806205,95918761
900509577,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,204109,,,160490,,,131639918,,132004517,,132004517,,,67300630,35471206,,,,,,,,,,,102771836,234776353,,,,2069713,940239,,,3009952,,3009952,,,,,3547121,,,,3547121,6557073,40743427,222533171,,,0,,2706508,-37763826,228219280,234776353
900509577,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,692,,,35507,,,143762610,,143798809,,143798809,,,67300630,37317724,,,,,,,,,,,104618354,248417163,,,,20679,23202,13059523,,13103404,,13103404,,,,,3731773,,,,3731773,16835177,40743427,222533171,,,,,1435009,-33129621,231581986,248417163
800020274,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,226137,829179,1250762,1028780,1787150,621,,,5122629,,5122629,,14908277,,,,2321524,,,,720278,,,,,17950079,23072708,607554,,607554,2973496,85791,1022408,12971754,17661003,,17661003,,,,3721877,1098349,,340738,,5160964,22821967,288000,,,,,868676,167287,-1073222,250741,23072708
800020274,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,7897,5968547,716953,2328411,1660730,44415,,,10726953,,10726953,,14607298,,,,2334379,,,,790093,,,,,17731770,28458723,578090,,578090,2321305,685416,1363211,15718764,20666786,,20666786,,,,4134146,949655,,1738554,,6822355,27489141,288000,,,,,,167287,514295,969582,28458723
860054073,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,4235510,12047638,10890146,830545,0,0,0,0,28003839,36542,28040381,0,2729298,0,0,0,0,0,4259813,0,697683,0,0,0,0,7686794,35727175,0,233417,233417,3766143,55387,19430716,337182,23822845,0,23822845,0,0,0,0,2226503,0,0,0,2226503,26049348,372107,0,0,,3256908,0,6298378,-249566,9677827,35727175
860054073,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,3341713,14175344,8550511,508045,0,0,0,0,26575613,36542,26612155,0,2714586,0,61,0,0,0,4616579,0,687294,0,0,0,0,8018520,34630675,0,262546,262546,5156149,181630,11291019,527841,17419185,0,17419185,0,0,0,0,2336025,0,0,0,2336025,19755210,500000,0,0,,3487521,0,5163732,5724212,14875465,34630675
860061173,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,195522,1663103,,347841,,,3741098,,5947564,,5947564,,151093179,,,,,,,,,,29951517,,,181044696,186992260,,,,5929048,,4257877,,10186925,,10186925,,,,25318701,2042892,,79149572,,106511165,116698090,8165700,,,,7627565,47675203,4193618,2632084,70294170,186992260
860061173,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,999476,727867,,436647,,,14640797,,16804787,,16804787,,126188316,,,,,,,,33748,,29058964,,,155281028,172085815,,,,4200132,,3229436,,7429568,,7429568,,,,26339861,412,,56881117,,83221390,90650958,8165700,,,,4621320,47675203,4158068,16814566,81434857,172085815
890307989,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,588412,,,,,,,,588412,,588412,,,,,81094595,,,,,31160,,,,,81125755,81714167,,,,11900,369181,,,381081,,381081,,,,,,,,,,381081,2462130,,,,8905881,,23935973,46029102,81333086,81714167
890307989,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,411592,30535214,,58849,,,,,31005655,,31005655,,,,,74148964,,,,,,,,,,74148964,105154619,,,,,51619,,,51619,,51619,,,,,,,,,,51619,2462130,,,,10094297,,41931593,50614980,105103000,105154619
830077975,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,12157016,19007802,4153257,5490926,,,77121,,40886122,,40886122,,1491170,,,,,,4757521,,16116331,,,8578,,22373600,63259722,,,,7539576,24159504,3211766,4949377,39860223,,39860223,,333042,333042,,14835029,,3912799,4757521,23838391,63698614,2150000,,,,,63196,,-2652088,-438892,63259722
830077975,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,4522440,23225387,1455356,5528805,,,73857,,34805845,,34805845,,1992076,,,,,,8250104,,15929620,,,20517,,26192317,60998162,,,,7190141,22650785,3249819,14851379,47942124,,47942124,,,,,15185555,,3912799,,19098354,67040478,2150000,,,,,63196,1497830,-9753342,-6042316,60998162
900195679,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,134647,4363764,1286387,0,0,0,120584,0,5905382,0,5905382,0,22022148,0,2730273,0,17292,0,85890,0,0,0,0,0,0,24855603,30760985,727538,0,727538,2924859,695982,200933,0,4549312,0,4549312,0,126760,126760,14027674,78236,0,0,0,14232670,18781982,5362535,20340000,0,0,0,0,620046,-14343578,11979003,30760985
900195679,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,404845,5435776,1583199,0,0,0,76425,0,7500245,0,7500245,0,17622001,0,948619,0,41410,0,30631,0,0,0,0,0,0,18642661,26142906,657542,0,657542,4677253,856672,361490,0,6552957,0,6552957,0,126760,126760,9606176,17496,0,0,0,9750432,16303389,4562535,13140000,0,0,0,0,620046,-8483064,9839517,26142906
800042972,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,604326,10835407,2635693,1058772,,,29613,,15163811,,15163811,19787454,19295123,,127552,,,,338427,,0,,130797,,,39679353,54843164,365475,0,365475,1721196,55866,4563921,286661,6993119,,6993119,39720,0,39720,1846211,2017009,,7628284,848530,12379754,19372873,6200000,,,,,25062521,2593705,1614065,35470291,54843164
800042972,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,537073,16237729,4199364,4213684,,,14681,,25202531,,25202531,18605241,19629380,,162281,,,,236063,,50553,,142889,,,38826407,64028938,424855,68242,493097,3124762,1016658,5759087,1151757,11545361,,11545361,28070,90851,118921,398978,2957847,,8207824,7299358,18982928,30528289,6200000,,,,,24516076,2574770,209803,33500649,64028938
900124375,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,15621,,,20468,,,,,36089,,36089,,,,,8226304,,,65457262,,,,,,,73683566,73719655,3260,,3260,6387136,30969,,,6421365,,6421365,,,,5170726,536830,,50000000,,55707556,62128921,1356000,,,542562,,,1113376,8578796,11590734,73719655
900124375,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,17881,9960159,,,,,,,9978040,,9978040,,,,,8256380,,,,,,,,,,8256380,18234420,,,,226570,16708,,,243278,,243278,,,,,537319,,10000000,,10537319,10780597,1356000,,,542562,,,1113376,4441885,7453823,18234420
890200877,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,10030282,16115905,276965528,4532319,0,0,,0,307644034,305813,307949847,50638737,13567628,0,1701317,16154666,8000,0,20802362,0,0,0,2688057,1759414,,107320181,415270028,691771,0,691771,57530118,9757802,62648509,0,130628200,,130628200,113897,4955948,5069845,76933865,5597759,0,87482248,3903336,178987053,309615253,40814535,0,0,,3609515,0,52596115,8634610,105654775,415270028
890200877,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1030981,28721797,369372679,5819246,0,0,0,0,404944703,0,404944703,48199815,14798010,0,2216008,13419070,8000,0,25611072,0,0,0,3523791,15169762,,122945528,527890231,1658541,0,1658541,40145175,6662371,106795551,0,155261638,,155261638,116598,2427706,2544304,156510846,12728335,0,91636619,0,263420104,418681742,40655461,0,0,,3297640,0,52755189,12500199,109208489,527890231
800209481,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,3927301,9015623,6705111,3316867,,,378151,,23343053,,23343053,,26145167,,,36716811,,,,,608472,,,,,63470450,86813503,846374,1605010,2451384,10688016,133863,2140489,654060,16067812,,16067812,,,,,2446687,,13566021,,16012708,32080520,4771400,3421166,,,21446487,,1295052,23798878,54732983,86813503
800209481,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,736063,6286880,4893829,3016659,,,1489409,,16422840,,16422840,29553709,25425260,,,,,,,,739050,,,,,55718019,72140859,669380,3288270,3957650,9570023,71916,4256081,6166,17861836,,17861836,,,,,3746291,,8184434,,11930725,29792561,4771400,3421166,,,20344196,,1295052,12516484,42348298,72140859
890200685,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,321509,4869,,,,,963382,,1289760,,1289760,12393395,12895,,5269,74335190,,,4679482,,370279,,,,,91796510,93086270,29260,,29260,2192638,65486,1000000,,3287384,,3287384,,,,,709340,,,,709340,3996724,1000000,,,,,7034704,9017584,72037258,89089546,93086270
890200685,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,905470,2237006,,,,,4057133,,7199609,,7199609,7091527,23279,,8003,67725038,,,2933424,,150581,,517,,,77932369,85131978,19950,,19950,1129354,88797,,317,1238418,,1238418,,,,,709153,,,,709153,1947571,1000000,,,,,5576101,7305787,69302519,83184407,85131978
900110385,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,3160489,5129958,,9708,,,,,8300155,,8300155,,,,,,46216929,,,,,,,,,46216929,54517084,,,,5499,111981,,,117480,,117480,,,,,2851760,,,,2851760,2969240,15785106,,,,,7959852,11424380,16378506,51547844,54517084
900110385,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,126835,5874631,,15668,,,2100,,6019234,,6019234,,,,,,46681986,,,,105818,,,,,46787804,52807038,,,,4180,40322,,,44502,,44502,,,,,2925011,,506008,,3431019,3475521,15785106,,,,,7959852,11424380,14162179,49331517,52807038
860001771,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,3328882,9709357,4627231,1489677,,3767,,,19158914,2376006,21534920,574470,109083,,212942,,,,,,386430,,,,,1282925,22817845,218156,1511263,1729419,11495094,367318,5890444,204540,19686815,,19686815,,,,,118002,,,,118002,19804817,5000423,5968451,,,,,264911,-8220757,3013028,22817845
860001771,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,750640,5153318,7232358,1477735,,11349,,,14625400,2376006,17001406,592026,141011,,103831,,,,,,499644,,,,,1336512,18337918,200910,1420569,1621479,8768835,514723,6221261,1861301,18987599,,18987599,,,,,118002,,,,118002,19105601,4335000,,,,,,264911,-5367594,-767683,18337918
900442519,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,645158,,,,,,16823,,661981,,661981,,346891,,,,,,,,,,,,,346891,1008872,,,,,,2659706,,2659706,,2659706,,,,,,,,,,2659706,200000,,,,,,,-1850834,-1650834,1008872
900442519,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,18431,,,,,,8347,,26778,,26778,,37689,,,,,,,,,,,,,37689,64467,,,,,,1798760,,1798760,,1798760,,,,,,,,,,1798760,200000,,,,,,,-1934293,-1734293,64467
901006398,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,369123,42983,,9,,,,,412115,,412115,,1300,,24920,34001829,,,,,,,,39446,,34067495,34479610,19682,,19682,246990,93296,,,359968,,359968,,,,,,,,,,359968,53252760,,,,566000,,,-19699118,34119642,34479610
901006398,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1231916,498922,,71,,,,,1730909,,1730909,,1700,,28181,37434734,,,,,,,,,,37464615,39195524,5816,,5816,116764,65146,,,187726,,187726,,,,,,,,,,187726,32236910,,,,21015850,,,-14244962,39007798,39195524
890302180,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,11646,4133095,2406636,,,,,,6551377,,6551377,371027,5221289,,,1088839,,,,,460129,,,,,7141284,13692661,116008,76644,192652,2277214,128072,2110135,,4708073,,4708073,5364,,5364,,1581539,,1157978,,2744881,7452954,1454444,,,,,904177,736622,3144464,6239707,13692661
890302180,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,424572,3286581,2980947,,,,,,6692100,,6692100,371027,5421190,,,1088839,,,,,416529,,,,,7297585,13989685,113792,102690,216482,1547070,11138,3004733,,4779423,,4779423,14053,,14053,,1558455,,1336161,,2908669,7688092,1454444,,,,,908571,736622,3201956,6301593,13989685
830065974,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,6395250,72393812,27851818,23241893,,649634,,,130532407,,130532407,,25593237,,,3555059,,,7680628,,,,,,,36828924,167361331,866569,1407246,2273815,53102045,1507132,,327182,57210174,,57210174,,,,,,,107594418,,107594418,164804592,56153394,,,,,,-1085399,-52511256,2556739,167361331
830065974,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1714021,9100923,49887939,18942368,,417773,,,80063024,,80063024,,34795409,,,3384132,,,44957237,,412550,,,,,83549328,163612352,816163,1959404,2775567,136632917,1975023,,150267,141533774,,141533774,,,,,,,,,,141533774,56153394,,,,,,-1085431,-32989385,22078578,163612352
890309577,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,291615,2718606,576005,0,0,0,0,0,3586226,,3586226,,12856989,,1009395,,,,4440127,,53044,,788488,,,19148043,22734269,,344097,344097,925766,66266,1248742,162697,2747568,,2747568,,,,2920869,2963789,,,695239,6579897,9327465,1372347,1978820,,,5430561,,3001685,1623391,13406804,22734269
890309577,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1259666,2357344,512920,0,0,0,0,0,4129930,,4129930,,12701247,,1017554,,,,3371648,,70739,,772904,,,17934092,22064022,,175000,175000,772546,142941,1267580,153673,2511740,,2511740,,,,2722586,2962544,,,699240,6384370,8896110,1372347,1978820,,,4497322,,2367874,2951549,13167912,22064022
890504378,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,312413,4856638,132006,448385,,,22716,,5772158,,5772158,,26804830,,15973,13000,98232,,635240,,4639662,,7758590,,,39965527,45737685,779338,,779338,1407921,260212,277356,6911932,9636759,,9636759,161232,33576,194808,,4361229,,221453,25504303,30281793,39918552,450000,,,,,0,269227,5099906,5819133,45737685
890504378,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,265923,5711012,832947,587844,,,106172,,7503898,,7503898,,25773450,,19636,2600,91297,,1527735,,4667341,,7960607,,,40042666,47546564,772416,,772416,1305641,593852,345537,6682119,9699565,,9699565,172466,318371,490837,,4319696,,378030,26932953,32121516,41821081,450000,,,,,599752,269227,4406504,5725483,47546564
900243676,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,129096,,,40715,,,,,169811,,169811,111780,,,,,83289619,,,,,,22405378,,,105806777,105976588,,,,7919,1853,,,9772,,9772,,,,,8655136,,,,8655136,8664908,115184,,,,,,345418,96851078,97311680,105976588
900243676,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,54025,,,56668,,,,,110693,,110693,18680147,,,,,74337458,,,,,,,,,93017605,93128298,,,,700079,16318,,,716397,,716397,,,,,7451304,,,,7451304,8167701,115184,,,,,,554272,84291141,84960597,93128298
860028580,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,9884034,113682570,53447456,,,1172388,,,178186448,,178186448,11373245,67652307,,78215,,7463850,,188817,,1025390,,,,,87781824,265968272,2288283,,2288283,100062615,2781276,9383924,,114516098,,114516098,,,,29652795,8542386,,,,38195181,152711279,2328345,8620474,,,283511,26382521,31044605,44597537,113256993,265968272
860028580,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,6423524,115523793,47494169,,,1053998,,,170495484,,170495484,11754153,70611462,,172069,,7587251,,227268,,4514887,,,,,94867090,265362574,2564648,,2564648,97198318,3522668,2444580,,105730214,,105730214,,,,38735560,12366934,,,,51102494,156832708,2328345,8620474,,,232494,26761924,30399673,40186956,108529866,265362574
900517378,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,2580912,26141575,98371700,9372724,,69384,955740,,137492035,,137492035,,149272123,,,,,,1622515,,42707029,,,,,193601667,331093702,541570,,541570,2651607,657966,25047,792,3876982,,3876982,,,,316282680,4200960,,,,320483640,324360622,40216,7691000,,,,,-12122134,11123998,6733080,331093702
900517378,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,3827969,19389914,87045676,4497187,,23172,1746408,,116530326,,116530326,,138461718,,,,,,5109495,,36642655,,,,,180213868,296744194,459299,,459299,4593012,2717952,12326,952040,8734629,,8734629,,,,277794876,702332,,,,278497208,287231837,40216,7691000,,,,,-12410633,14191774,9512357,296744194
830091676,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,2807583,14051541,5083264,1084258,0,0,0,0,23026646,0,23026646,0,5922176,0,10040,342039,0,0,0,0,0,0,0,0,0,6274255,29300901,0,1488230,1488230,8825859,394457,1166631,154890,12030067,0,12030067,0,0,0,0,0,0,1640792,0,1640792,13670859,2000000,0,0,,0,15096,1591122,12023824,15630042,29300901
830091676,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,2057682,14120138,4612954,1218051,0,0,0,0,22008825,0,22008825,0,6412102,0,11521,137100,0,0,0,0,0,0,0,0,0,6560723,28569548,0,1163108,1163108,8262012,541974,2149994,153554,12270642,0,12270642,0,0,0,0,0,0,2626317,0,2626317,14896959,2000000,0,0,,0,15096,1591122,10066371,13672589,28569548
891400378,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,7237527,48156726,35153835,18010040,,1889952,277002,,110725082,,110725082,4962355,340400691,,184700,,13540436,,27330258,,,,,,,386418440,497143522,5543310,36000,5579310,79289934,9408800,37379345,78708,131736097,,131736097,690321,,690321,41314706,66981528,,51485681,,160472236,292208333,4104357,,,,,147557638,1019497,52253697,204935189,497143522
891400378,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,8018011,39018102,40513594,17206712,,,178068,,104934487,,104934487,5201584,286540665,,204217,,12442056,,28902152,,,,,,,333290674,438225161,4925412,,4925412,91128090,12218768,23356688,,131628958,,131628958,513307,,513307,32632869,61219416,,38461307,,132826899,264455857,4104357,,,,,118675186,-87701,51077462,173769304,438225161
830511278,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,53682547,368442,0,114486,0,0,0,0,54165475,0,54165475,0,228609,0,97508,217281135,0,0,0,0,48559,0,0,0,0,217655811,271821286,14470,0,14470,37407,434155,0,0,486032,0,486032,0,0,0,0,13433,0,0,0,13433,499465,24175338,113570755,0,,0,0,93042867,40532861,271321821,271821286
830511278,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,42015387,3107986,0,0,0,0,11686,0,45135059,0,45135059,0,280974,0,,206058442,0,0,0,0,44513,0,0,0,0,206383929,251518988,12488,0,12488,15114,907738,0,0,935340,0,935340,0,0,0,0,10658,0,0,0,10658,945998,24175338,113570755,0,,,0,76390042,36436855,250572990,251518988
811034480,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,792249,3639290,5021493,1037332,,,26960,,10517324,,10517324,,31682427,,35820,,,,,,,,,,,31718247,42235571,,,,3648877,150080,2012302,1873980,7685239,,7685239,,,,,3596353,,10348953,,13945306,21630545,1500000,1100000,,,,2733252,841265,14430509,20605026,42235571
