Nit,Fecha Corte,Punto Entrada,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente",Activos biológicos corrientes,Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,Propiedad de inversión,"Propiedades, planta y equipo",Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones contabilizadas utilizando el método de la participación,"Inversiones en subsidiarias, negocios conjuntos y asociadas",Activos biológicos no corrientes,Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo la garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,"Pasivos por impuestos corrientes, corriente",Otros pasivos financieros corrientes,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,"Pasivos por impuestos corrientes, no corriente",Otros pasivos financieros no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Patrimonio total,Total de patrimonio y pasivos
811034480,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,208654,2973310,4016794,905639,,,28385,,8132782,,8132782,,31377570,,19495,,,,,,,,,,,31397065,39529847,,,,3555331,302604,1640411,873983,6372329,,6372329,,,,,3276651,,10291778,,13568429,19940758,1500000,1100000,,,,2217721,827792,13943576,19589089,39529847
860052988,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,4103558,7509623,7830657,211443,,63002,,,19718283,,19718283,1711412,7567148,,,,9415036,,,,46981,,,345625,,19086202,38804485,,,,2839606,,532153,,3371759,,3371759,,,,509675,,,,,509675,3881434,6726486,12241436,,,222351,2882347,581779,12268652,34923051,38804485
860052988,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,6023545,7315429,6363772,215239,,20835,,,19938820,,19938820,1738234,7510859,,,,9405276,,,,39080,,,345625,,19039074,38977894,,,,2880481,296931,,,3177412,,3177412,,,,,511456,,,,511456,3688868,6726486,12241436,,,222351,2880527,531336,12686890,35289026,38977894
890911585,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,102591,5784206,2741704,0,0,0,0,0,8628501,0,8628501,0,37832886,0,1460830,0,8733656,0,8745870,0,114505,0,0,0,0,56887747,65516248,505454,0,505454,6213011,49012,0,2536913,9304390,0,9304390,,1022964,1022964,5954937,7638471,0,3302687,,17919059,27223449,138595,4238300,0,,6846473,,2993186,24076245,38292799,65516248
890911585,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,168772,5302182,2648883,0,0,0,0,0,8119837,0,8119837,0,38212298,0,1739083,0,8563286,0,8270828,0,0,0,0,0,0,56785495,64905332,533421,0,533421,6618495,220497,0,4682807,12055220,0,12055220,0,992197,992197,2692733,7611306,0,3507213,,14803449,26858669,138595,4238300,0,,6846473,0,2993186,23830109,38046663,64905332
900357889,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,254811,16496,35152,430454,,,,,736913,,736913,,2391421,,0,94172317,,,47480,,6750614,,,,,103361832,104098745,,,,423344,,11549204,297891,12270439,,12270439,,,,46208644,562211,,,,46770855,59041294,79486200,,,,,,12112686,-46541435,45057451,104098745
900357889,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,459344,533478,42809,671375,,,,,1707006,,1707006,,2613261,,179,87590217,,,47480,,6945419,,,,,97196556,98903562,,,,560149,,16292873,297891,17150913,,17150913,,,,38776747,681767,,360654,,39819168,56970081,79486200,,,,,,7603421,-45156140,41933481,98903562
811010485,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,30722112,10043993,,,,94774179,,,135540284,,135540284,,2720985,,162761,,4437080,,235173,,26285534,,,,,33841533,169381817,849934,153045,1002979,296968,10109469,73373761,6323073,91106250,,91106250,57000,,57000,,296234,,5793963,,6147197,97253447,50985520,,,,,,8435867,12706983,72128370,169381817
811010485,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,35730003,10480625,,,,50885788,,,97096416,,97096416,,2791223,,50068,,4944209,,218867,,21772819,,,,,29777186,126873602,656522,35544,692066,220702,3441756,55626765,2806564,62787853,,62787853,45000,,45000,,388093,,2981813,,3414906,66202759,41910240,,,,,,7434131,11326472,60670843,126873602
860036884,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,12849179,41533195,,5968019,,,1481553,,61831946,,61831946,73688,3914838,,602588,,,,,,,,,,,4591114,66423060,7317115,,7317115,8125486,9448346,1145000,8338581,34374528,,34374528,,,,,12347,,763120,840062,1615529,35990057,3006000,,,,,,563625,26863378,30433003,66423060
860036884,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,14331558,24204433,,9889554,,,3737556,,52163101,,52163101,324645,4805482,,411667,,,,,,2434362,,,,,7976156,60139257,7245775,,7245775,3513214,7471875,2693023,11552195,32476082,,32476082,,,,,1750980,,1750000,394987,3895967,36372049,2755500,,,,,,563625,20448083,23767208,60139257
890906197,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,227806,6558971,8397059,,,,465859,,15649695,,15649695,8745846,31091218,,,654033,53126,,,,325794,,,900000,,41770017,57419712,,,,5581124,,7732255,1600358,14913737,,14913737,,,,,637439,,15475341,,16112780,31026517,1000000,,,,,21739692,2034144,1619359,26393195,57419712
890906197,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,210693,4887904,7709462,,,,174618,,12982677,,12982677,8745846,28192150,,,654033,53125,,,,10407,,,900000,,38555561,51538238,,,,3526414,,9057760,815296,13399470,,13399470,,,,,383188,,14178712,,14561900,27961370,1000000,,,,,19055506,2034144,1487218,23576868,51538238
830101778,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,5281674,5843166,3678634,0,0,0,81838,0,14885312,0,14885312,741000,13740416,0,40912625,0,0,0,7079534,0,0,0,0,0,0,62473575,77358887,2125733,102691,2228424,13111501,4566358,8799397,14909,28720589,0,28720589,0,0,0,428641,1885701,0,38602897,0,40917239,69637828,3382525,13164746,0,,0,0,0,-8826212,7721059,77358887
830101778,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,3588055,3792376,2870310,,,,515700,,10766441,,10766441,5000,24024832,,41025351,,,,284266,,,,,,,65339449,76105890,2011433,112250,2123683,10388075,4916258,4392476,437020,22257512,,22257512,,,,6727624,2616768,,39437381,,48781773,71039285,28416422,24957413,,,,,,-48307230,5066605,76105890
900128677,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,62466,8118146,,67028,,609855,,,8857495,,8857495,,,,1100263,,,,,,,,,,,1100263,9957758,,,,1855,100949,248010,,350814,,350814,,,,,,,,,,350814,6722780,,,,,13735262,,-10851098,9606944,9957758
900128677,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,9208,8723702,,,,,,,8732910,,8732910,,,,1101023,,,,,,,,,,,1101023,9833933,,,,8231,57402,59146,,124779,,124779,,,,,,,,,,124779,6722780,,,,,13735262,,-10748888,9709154,9833933
900241676,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,3195223,53838494,50370816,14516350,0,5279734,,,127200617,,127200617,,5496061,,11987409,,,,,,278832,,,,,17762302,144962919,320231,1004061,1324292,14944015,3816426,92162937,,112247670,,112247670,,,,,,,,,,112247670,2149830,11116376,,,,,,19449043,32715249,144962919
900241676,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,5853249,26287402,36619337,8558482,,116888,,,77435358,,77435358,,1808815,,11987409,,,,,,384462,,,,,14180686,91616044,252629,337561,590190,17263946,949245,45147508,,63950889,,63950889,,,,,,,,,,63950889,2149830,11116376,,,,,,14398949,27665155,91616044
800143588,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,401392,1129467,186216,69108,1906075,,,,3692258,,3692258,3854066,10851323,,,,,843141,,,,,,9457279,,25005809,28698067,,,,821407,7566,342485,457592,1629050,,1629050,,,,,4152513,,792198,1215510,6160221,7789271,1001830,2236000,,,,8361674,611595,8697697,20908796,28698067
800143588,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,703123,726451,261452,94496,1509361,,,,3294883,,3294883,3854066,11011238,,,,,711132,,,98644,,,7445680,,23120760,26415643,,,,1059024,16207,594485,693629,2363345,,2363345,,,,,4178194,,895120,207047,5280361,7643706,1000000,2236000,,,771454,8361674,434501,5968308,18771937,26415643
900128678,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,116,394029,,,,,,,394145,,394145,,143328,,8439761,,,,,,,,,,,8583089,8977234,,,,10993,65438,1135046,,1211477,,1211477,,,,,,,,,,1211477,10135305,9027987,,,,,8184,-11405719,7765757,8977234
900128678,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,106,137506,,,,,,,137612,,137612,,221251,,8446187,,,,,,,,,,,8667438,8805050,,,,15136,57331,1041710,6954,1121131,,1121131,,,,,,,,,,1121131,10135305,9027987,,,,,,-11479373,7683919,8805050
860506688,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,107432,23898212,3120712,5870668,,,98319722,,131316746,,131316746,,11246309,,5221695,199594122,1752422,,,,370447,,306749,38143704,,256635448,387952194,1289496,,1289496,20602440,9545829,,44282911,75720676,,75720676,,,,53227469,1628261,,,73666057,128521787,204242463,18070777,45891591,,,12498172,32301503,8114231,66833457,183709731,387952194
860506688,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1249567,28811507,3544250,,,,104099524,,137704848,,137704848,,13064159,,5295143,162659365,1752422,,,,,,332305,,,183103394,320808242,1519759,,1519759,23889607,3074368,6320906,49497047,84301687,,84301687,,,,,3407045,39883818,31511134,,74801997,159103684,18070777,45891591,,,,24738739,8114231,64889220,161704558,320808242
890802586,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1260418,29259194,33245032,,,,,,63764644,,63764644,,30331504,,839,6549107,,,,,,,,3455,,36884905,100649549,,,,27010862,2915879,27742753,181911,57851405,,57851405,,,,,388206,,12025771,,12413977,70265382,9000000,,,,308847,1159228,2640868,17275224,30384167,100649549
890802586,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,3280102,29801261,29641346,,,,,,62722709,,62722709,,32075248,,12415,6106680,,,,,,,,3455,,38197798,100920507,,,,15446482,3814886,46863134,194011,66318513,,66318513,,,,,349790,,3711880,,4061670,70380183,9000000,,,,0,1159228,2542388,17838708,30540324,100920507
900486584,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,15500,70373,,20375,,,,,106248,,106248,,,,,,189232788,,,,,,,,,189232788,189339036,,,,85048,12024,,,97072,,97072,,,,,,,,,,97072,14717,1407521,,,,,7358,187812368,189241964,189339036
900486584,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,15500,1038480,,17775,,,,,1071755,,1071755,,,,,,136156158,,,,,,,,,136156158,137227913,,,,60607,30097,,,90704,,90704,,,,,,,,,,90704,14717,1407521,,,,,7358,135707613,137137209,137227913
900818280,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1902,,,2112,,,,,4014,,4014,,,,,99468572,,,,,,,,,,99468572,99472586,,673142,673142,,,8336,,681478,,681478,,,,,,,,,,681478,208,40181568,,,,87583457,,-28974125,98791108,99472586
900818280,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,240171,,,912,,,,,241083,,241083,,,,,111147103,,,,,,,,,,111147103,111388186,,401135,401135,,0,6677005,,7078140,,7078140,,,,,,,,,,7078140,206,33712070,,,,87583457,,-16985687,104310046,111388186
860005080,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,13272236,31385984,19688200,4556564,0,0,1734445,0,70637429,0,70637429,25160839,50205758,0,3758609,3511135,31336,0,4333002,0,0,0,0,0,0,87000679,157638108,1287151,86574,1373725,36774358,1464714,8712762,5113116,53438675,0,53438675,711327,0,711327,5216857,9483848,0,30800743,0,46212775,99651450,8000000,0,0,0,0,3947816,5570892,40467950,57986658,157638108
860005080,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,265942,53340863,21066283,4010204,0,0,731662,0,79414954,0,79414954,25443424,42250034,0,5478835,2199859,31336,0,0,0,0,0,0,0,0,75403488,154818442,987479,86574,1074053,34037696,799612,8385495,7955176,52252032,0,52252032,666293,0,666293,0,7425018,0,37664461,0,45755772,98007804,8000000,0,0,0,0,5332028,5016238,38462372,56810638,154818442
890908985,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,424154,2248009,,,222050,5485105,9359,,8388677,,8388677,,18608374,,,,,,,,,56741,2101070,,,20766185,29154862,,,,1468200,,,,1468200,,1468200,,,,,,,1807997,,1807997,3276197,642000,9705789,,,,14808864,12305,709707,25878665,29154862
890908985,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,79680,1306521,,,131750,8100709,5471,,9624131,,9624131,,18847713,,,,,,,,,43202,2794499,20800,,21706214,31330345,,,,1142232,,,,1142232,,1142232,,,,,,,1843688,,1843688,2985920,321000,2912780,,,,15578366,12305,9519974,28344425,31330345
900149186,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,57816,23956,,,,,,,81772,,81772,,,,1276218,,,,,,,2769,,,,1278987,1360759,,32393,32393,16079,1594,,,50066,,50066,,,,,,,,,,50066,75572,,,42772852,,,,-41537731,1310693,1360759
900149186,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,27180,23957,,,,,,,51137,,51137,,,,1317010,,,,,,,,,,,1317010,1368147,,24840,24840,13436,3406,,,41682,,41682,,,,,,,,,,41682,10563,,,40435627,,,,-39119725,1326465,1368147
860075684,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1350432,8856957,41056365,4379682,,10822,4275133,,59929391,,59929391,,38165091,,,4802746,,,,,,,,,,42967837,102897228,,,,5780079,4872768,36432716,,47085563,,47085563,,,,,,,,,,47085563,5062500,,,,,6942436,2215947,41590782,55811665,102897228
860075684,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,3343371,12822259,36165199,5159540,,19588,3785006,,61294963,,61294963,,36683413,,,5051750,,,,,,,,,,41735163,103030126,,,,6696180,6875032,30427096,6265718,50264026,,50264026,,,,,,,881338,,881338,51145364,5062500,,,,,6942436,2215947,37663879,51884762,103030126
900860284,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,23291860,1156881,5696154,1251701,,712418,233808,,32342822,,32342822,,78048569,,95476,522668,,,,,,,,,,78666713,111009535,2879567,,2879567,50349221,,17124567,3456140,73809495,,73809495,,,,,316361,,29377305,,29693666,103503161,8050748,92819388,,,,,,-93363762,7506374,111009535
900860284,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,3625780,1490364,4067150,468879,,1427206,1734769,,12814148,,12814148,,55572213,,144437,133591,,,,,,,,,,55850241,68664389,1524333,389000,1913333,31896182,,8591209,2287966,44688690,,44688690,,,,,394825,,24347556,,24742381,69431071,8038748,39844888,,,,,,-48650318,-766682,68664389
830507278,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,3174602,22188521,32376371,17944381,,,2784503,,78468378,,78468378,,84427170,,76883343,31033231,,,,,,,,,,192343744,270812122,,,,54099637,2680626,24220328,,81000591,,81000591,1507817,464840,1972657,,5508850,,80014561,,87496068,168496659,4775199,79090660,,,,,997532,17452072,102315463,270812122
830507278,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1635227,33264355,26770191,13850357,,,357173,,75877303,,75877303,,75045977,,78579936,29133570,22634266,,,,,,,,,205393749,281271052,,,,67390548,2841777,1032510,,71264835,,71264835,1805701,756782,2562483,,17979731,,63866536,,84408750,155673585,4775199,79090660,,,,,997532,40734076,125597467,281271052
860036081,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,2748313,98140745,3859747,3661716,,,261360,,108671881,7890973,116562854,,23488065,,1187514,121826,,,,,26643809,,,291026,,51732240,168295094,,,,122977209,934871,,2394837,126306917,,126306917,,,,,,,,,,126306917,68275738,63326142,,,0,,6203345,-95817048,41988177,168295094
860036081,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,8015286,44076056,9034632,4124204,,280086,165812,,65696076,8045750,73741826,,22625855,,1460584,11037970,,,53735796,,29073682,,,166358,,118100245,191842071,,,,113979522,1433461,21251,2073230,117507464,,117507464,,,,,,,,,,117507464,121379212,,,,0,,6698528,-53743133,74334607,191842071
800035776,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,55880616,212419655,101265965,13079815,,31101,319564,,382996716,,382996716,902649,2205357,,195485,4984846,,,,,5263640,,,,,13551977,396548693,1656797,,1656797,187490390,24868135,88165862,4145801,306326985,,306326985,,,,,1106255,,,567836,1674091,308001076,13140000,,,,,525829,6969476,67912312,88547617,396548693
800035776,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,12724318,201740146,74219828,13300223,,36153,91424,,302112092,,302112092,862649,1220504,,105029,3346817,,,,,598811,,,,,6133810,308245902,1584071,,1584071,163969032,28617750,31880119,5716947,231767919,,231767919,,,,,1259469,,,757122,2016591,233784510,13140000,,,,,390482,5683160,55247750,74461392,308245902
890323576,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,265577,4356638,4053636,1056491,,158721,289014,,10180077,,10180077,,40087467,,26447,,,,,,325440,,,,,40439354,50619431,212442,,212442,2510294,1103641,3074834,,6901211,,6901211,,,,,897043,,8607735,48701,9553479,16454690,1579400,211255,,,12849512,,9427771,10096803,34164741,50619431
890323576,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,814571,3935416,3908986,928865,,158716,776654,,10523208,,10523208,,37624362,,23448,,,,,,281987,,,,,37929797,48453005,211571,,211571,1324123,425270,3218197,,5179161,,5179161,,,,1375560,725058,,11207203,,13307821,18486982,1579400,211255,,,7209679,,9427771,11537918,29966023,48453005
900243678,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,334899,,,,,,,,334899,,334899,60389119,75225,,,,,,5005651,,1827,,186276,,,65658098,65992997,,,,45600,,263674,,309274,,309274,,,,867343,3387766,,,,4255109,4564383,31536,1209,,,,,2153256,59242613,61428614,65992997
900243678,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,461782,,,58486,,,,,520268,,520268,63091805,104268,,,,,,660837,,1777,,74671,,,63933358,64453626,,,,103659,,101041,,204700,,204700,,,,697578,2949700,,,,3647278,3851978,31536,1209,,,,,770352,59798551,60601648,64453626
806000179,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,47049767,83068872,3722156,22994531,,,4852224,,161687550,,161687550,93306601,307559471,,638437440,612550131,,,458625604,,,,5473999,102643589,,2218596835,2380284385,,2873716,2873716,247643113,12831855,114614813,93264179,471227676,,471227676,,5914744,5914744,493246135,,108620293,295553563,832266537,1735601272,2206828948,5000000,,,,480263709,,5599176,-317407448,173455437,2380284385
806000179,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,65702251,368719609,4788215,20642600,,,190106,,460042781,,460042781,93218809,313985627,,597775763,468464011,,,366823447,,,,1408350,,,1841676007,2301718788,,6035769,6035769,457765660,5701444,92139940,123918172,685560985,,685560985,,9817817,9817817,410839286,,99818320,283081362,620128266,1423685051,2109246036,5000000,,,,480263709,,5599176,-298390133,192472752,2301718788
800233881,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,14731856,81957031,18626516,9132021,,9682329,3153984,,137283737,,137283737,20337865,132398437,,,,6805146,,44640258,,,,75903457,,,280085163,417368900,5115764,2074823,7190587,50380416,123343,4477202,14549553,76721101,,76721101,623032,,623032,29691541,12376021,,138565254,2329581,183585429,260306530,30000000,206250,,,,33834453,93018228,3439,157062370,417368900
800233881,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,13779734,81922263,22346434,13583652,,39960,2755611,,134427654,2543410,136971064,19729085,107504109,,,,6704084,,25611034,,,,76198426,,,235746738,372717802,3514828,2403210,5918038,54267656,1170655,2581117,11031181,74968647,,74968647,610305,,610305,19986897,6933626,,146285104,9165997,182981929,257950576,30000000,206250,,,,18319875,78973773,-12732672,114767226,372717802
900696296,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1521865,6365822,,1078986,,190272,18124,,9175069,,9175069,7599257,1082283,,763759,1261494919,,,65781101,,6115172,,,,,1342836491,1352011560,1190666,,1190666,62619199,1956899,395705,6196,66168665,,66168665,4961940,,4961940,55742549,864922,,102433404,,164002815,230171480,33007658,794372436,,,,,370907100,-76447114,1121840080,1352011560
900696296,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,253455,6253670,,637289,,127389,96575,,7368378,,7368378,7611136,1631948,,488528,1238170996,,,646080,,8601869,,,,,1257150557,1264518935,2520422,500000,3020422,48523100,1077680,192167,17600,52830969,,52830969,7770240,,7770240,,723097,,871188,,9364525,62195494,33007658,794372436,,,,,385364569,-10421222,1202323441,1264518935
890900281,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,6467878,185446727,114800197,0,0,3598626,9143753,0,319457181,0,319457181,1625041,340652297,0,10121569,30506261,0,0,1858483,0,0,0,0,0,0,384763651,704220832,7118902,10539503,17658405,158422178,8492484,90584501,16456202,291613770,0,291613770,5575308,0,5575308,0,24210669,0,174712164,0,204498141,496111911,21800000,9990000,0,,0,46689269,61422745,68206907,208108921,704220832
890900281,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,5572133,169519806,124486126,0,0,142338,11496195,0,311216598,0,311216598,1555238,350901737,0,16159345,28764961,0,0,15232431,0,0,0,0,0,0,412613712,723830310,6447876,11359948,17807824,120211746,5036486,150575267,16555566,310186889,0,310186889,5747198,0,5747198,0,15653641,0,194503225,0,215904064,526090953,21800000,9990000,0,,0,44813359,85914089,35221909,197739357,723830310
860054983,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,97107,36690897,178060,,,,,,36966064,,36966064,,125678757,,,372442315,27797465,,,,,,,74231,,525992768,562958832,356142,,356142,5830761,862366,52061968,,59111237,,59111237,,,,369776,48946974,,,608889,49925639,109036876,5714685,21441376,,,,,25574657,401191238,453921956,562958832
860054983,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,123191,16354553,172060,,,,,,16649804,,16649804,,125194480,,,368757923,35459212,,,,,,,59382,,529470997,546120801,344581,,344581,450528,453205,40140204,,41388518,,41388518,,,,390264,50990498,,,477125,51857887,93246405,3413727,19403461,,,,,28129359,401927849,452874396,546120801
805018583,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,2318806,27246291,1038290,,,672775,,,31276162,,31276162,95100,8046915,,3976195,,866276,,30733,,,282995,215335,496150,,14009699,45285861,277948,111200,389148,15811082,2130893,,1341064,19672187,,19672187,,,,,822266,,,,822266,20494453,10550340,,,,,2614627,9874999,1751442,24791408,45285861
